# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "--countReadPairs" "-a" "/home/dagsdags/pipelines/rnaseq/practice/data/refs/22.gtf" "-o" "/home/dagsdags/pipelines/rnaseq/practice/output/counts.txt" "/home/dagsdags/pipelines/rnaseq/practice/data/bam/HBR_1.bam" "/home/dagsdags/pipelines/rnaseq/practice/data/bam/HBR_2.bam" "/home/dagsdags/pipelines/rnaseq/practice/data/bam/HBR_3.bam" "/home/dagsdags/pipelines/rnaseq/practice/data/bam/UHR_1.bam" "/home/dagsdags/pipelines/rnaseq/practice/data/bam/UHR_2.bam" "/home/dagsdags/pipelines/rnaseq/practice/data/bam/UHR_3.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/dagsdags/pipelines/rnaseq/practice/data/bam/HBR_1.bam	/home/dagsdags/pipelines/rnaseq/practice/data/bam/HBR_2.bam	/home/dagsdags/pipelines/rnaseq/practice/data/bam/HBR_3.bam	/home/dagsdags/pipelines/rnaseq/practice/data/bam/UHR_1.bam	/home/dagsdags/pipelines/rnaseq/practice/data/bam/UHR_2.bam	/home/dagsdags/pipelines/rnaseq/practice/data/bam/UHR_3.bam
ENSG00000251357.4	chr22;chr22;chr22;chr22;chr22;chr22	23862188;23868481;23875117;23877042;23894772;23895040	23862202;23868641;23875241;23877171;23894944;23895223	+;+;+;+;+;+	788	0	0	0	0	0	0
ENSG00000279467.1	chr22	23865248	23873277	-	8030	4	4	1	8	5	6
ENSG00000244425.3	chr22	23879493	23879790	-	298	1	1	1	4	1	2
ENSG00000240972.1	chr22;chr22;chr22;chr22;chr22;chr22;chr22	23894004;23894450;23894698;23894772;23894772;23895040;23895040	23894582;23894582;23894944;23894944;23895227;23895226;23895227	+;+;+;+;+;+;+	1109	3	3	3	3	1	1
ENSG00000218537.1	chr22;chr22;chr22	23894426;23895829;23898844	23895532;23896110;23898930	-;-;-	1476	5	1	5	8	11	12
ENSG00000273295.1	chr22	23901432	23907068	-	5637	11	14	12	30	24	27
ENSG00000277002.1	chr22	23903381	23903455	+	75	0	0	0	0	0	0
ENSG00000225282.1	chr22;chr22;chr22	23926900;23927627;23929214	23927329;23928598;23929574	+;+;+	1763	2	2	1	3	1	7
ENSG00000206090.4	chr22;chr22;chr22	23939998;23941072;23942601	23940151;23941251;23942798	+;+;+	532	0	0	0	0	0	0
ENSG00000231271.1	chr22;chr22;chr22	23949918;23952174;23953887	23950005;23952218;23954042	+;+;+	289	0	0	0	0	0	0
ENSG00000133433.10	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	23957414;23957619;23958285;23958327;23958551;23958551;23960294;23960294;23961020;23961020	23957932;23957932;23958458;23958458;23958701;23958701;23960381;23960381;23961186;23961153	-;-;-;-;-;-;-;-;-;-	1099	3	4	3	10	4	6
ENSG00000228039.3	chr22;chr22	23963780;23964260	23963918;23964374	+;+	254	0	0	0	0	0	0
ENSG00000099974.7	chr22;chr22;chr22	23966901;23967386;23971286	23967022;23967561;23972532	+;+;+	1545	3	3	3	2	17	5
ENSG00000272787.1	chr22	23969211	23969873	+	663	1	2	1	1	4	3
ENSG00000099977.13	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	23971365;23971365;23971370;23971378;23973081;23973104;23973104;23973105;23973768;23973768;23973768;23973768;23973768;23974307;23974307;23974307;23974307;23974307;23974307;23976876;23979726;23980412	23971623;23971623;23971623;23971623;23973943;23973343;23973347;23973183;23973943;23973943;23973943;23973943;23973943;23974459;23974459;23974584;23974439;23974439;23974491;23977067;23979828;23980469	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1753	4	5	4	18	8	13
ENSG00000250470.1	chr22;chr22	23976904;23977405	23977069;23977585	-;-	347	0	0	0	0	0	0
ENSG00000099984.10	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	23980123;23980198;23980948;23980948;23982628;23982628;23982871;23982871;23983397;23983397;23983460	23980309;23980309;23981035;23981035;23982778;23982778;23983044;23983044;23983456;23983606;23983911	+;+;+;+;+;+;+;+;+;+;+	1115	0	0	0	0	0	0
ENSG00000224205.1	chr22;chr22;chr22	23987320;23989138;23991340	23987473;23989216;23991421	-;-;-	315	0	0	0	1	0	0
ENSG00000276950.4	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	23998401;23998490;23998632;24000075;24000075;24000075;24000150;24001175;24001176;24003760;24003760;24003760;24003760;24003760;24003760;24004181;24004181;24005245;24005245;24005245;24005245;24005245	23998739;23998739;23998739;24000251;24000251;24000251;24000251;24001325;24001325;24003847;24003847;24003847;24003847;24003847;24003847;24005453;24004322;24005356;24005361;24005277;24005409;24005361	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2028	0	0	0	0	1	1
ENSG00000235689.1	chr22;chr22;chr22	24006305;24007004;24008228	24006389;24007154;24008258	-;-;-	267	0	0	0	0	1	0
ENSG00000099991.16	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	24011192;24011315;24011315;24011348;24011416;24011418;24035444;24035444;24035444;24035444;24035444;24035444;24036089;24036089;24036089;24036089;24036089;24036089;24038348;24038348;24038348;24038348;24038348;24038348;24041139;24041139;24041139;24041139;24042904;24042904;24042904;24042904;24042904;24042904;24049091;24049091;24049091;24049091;24049091;24049091;24050825;24050825;24050825;24050825;24054873;24054873;24054873;24054873;24054873;24054873;24055068;24056192;24056192;24056192;24056192;24056192;24056192;24056192;24059227;24059227;24059227;24059227;24059924;24059924;24059924;24059924;24061947;24061947;24061947;24061947;24062959;24062959;24062959;24062959;24064035;24064035;24064035;24064035;24066987;24066987;24066987;24066987;24067005;24070800;24070800;24070800;24070800;24070800;24072354;24072354;24072354;24072354;24076169;24076169;24076169;24076169;24083228;24083228;24083228;24083228;24084579;24084579;24084579;24084579;24085006;24085006;24085006;24085006;24087452;24087452;24087452;24087452;24087588;24091583;24091583;24091583;24091583;24091583;24095931;24095931;24095931;24095931;24098014;24098014;24098014;24098014;24098113;24113566;24113566;24113566;24113566;24113566;24119367;24119367;24119367;24119367;24119367;24134302;24134302;24134302;24134302;24155838;24156004;24156533;24160330;24162066;24164400;24164400;24164400;24164400;24164400;24164400;24164400;24165530;24165530;24165530;24165530;24165530;24165530;24166639;24166639;24166639;24166639;24166639;24166639;24167223;24168447;24168447;24168447;24168447;24168447;24168447;24168447;24168502;24171713;24171713;24171713;24171713;24171713;24171713;24171713;24171722;24173077;24175779;24176111;24176111;24176111;24176111;24177504;24177504;24177504;24177504;24177504;24177504;24177504;24178053;24178053;24178053;24178053;24178053;24178053	24011367;24011367;24011367;24011367;24011728;24011728;24035520;24035520;24035520;24035520;24035520;24035520;24036181;24036181;24036181;24036181;24036181;24036181;24038461;24038461;24038461;24038461;24038461;24038461;24041273;24041273;24041273;24041273;24043084;24043084;24043084;24043084;24043084;24043084;24049220;24049220;24049220;24049220;24049220;24049220;24050974;24050974;24050974;24050974;24055159;24055159;24055159;24055159;24055159;24055159;24055159;24056360;24056525;24056304;24056360;24056360;24056360;24056318;24059363;24059363;24059363;24059363;24060141;24060141;24060141;24060141;24062025;24062025;24062025;24062025;24063146;24063146;24063146;24063146;24064187;24064187;24064187;24064187;24067181;24067181;24067181;24067181;24067181;24071042;24071042;24071042;24071042;24071183;24072510;24072510;24072510;24072510;24076284;24076284;24076284;24076284;24083389;24083389;24083389;24083389;24084785;24084785;24084785;24084785;24085151;24085151;24085151;24085151;24087713;24087713;24087713;24087713;24087713;24091843;24091843;24091843;24092013;24091843;24096082;24096082;24096082;24096082;24098192;24098192;24098105;24098192;24098282;24113748;24113748;24113748;24113748;24113748;24119698;24119698;24119698;24119698;24119606;24134415;24134415;24134415;24134415;24156076;24156076;24156576;24160406;24162215;24164563;24164563;24164563;24164489;24164563;24164563;24164563;24165626;24165626;24165626;24165626;24165626;24165626;24167313;24167313;24167313;24167313;24167313;24167313;24167313;24168521;24168521;24168521;24168500;24168521;24168521;24168521;24168521;24171995;24171995;24171995;24171995;24171719;24171995;24171995;24171995;24173398;24176275;24176275;24176275;24176275;24176275;24177538;24177817;24177817;24177817;24177817;24177817;24177817;24178627;24178628;24178628;24178628;24178628;24178627	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9388	280	320	309	509	296	374
ENSG00000232545.1	chr22;chr22;chr22	24101689;24102212;24103037	24101737;24102402;24103354	+;+;+	558	13	11	7	14	10	13
ENSG00000099994.10	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	24181259;24182577;24183057;24183495;24183495;24184136;24184766;24184766;24185094;24185094;24185486;24185486;24185661;24185661;24186016;24186016;24186257;24186257;24187202;24187571;24187959;24187959;24188225;24188225;24188412;24188412	24181595;24183267;24183267;24183646;24184303;24184303;24184940;24184940;24185295;24185295;24185571;24185571;24185929;24185929;24186159;24186159;24186415;24187843;24187450;24187843;24188135;24188135;24188327;24188327;24189106;24189110	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5279	8	8	7	11	17	10
ENSG00000099998.17	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	24219654;24219654;24219660;24219660;24220492;24224996;24224996;24224996;24224996;24225245;24225245;24225245;24225245;24225546;24225546;24225546;24225546;24226076;24226076;24226076;24226076;24226631;24226631;24226631;24231384;24231384;24231384;24232051;24232051;24232051;24232823;24232823;24232823;24232973;24233498;24233498;24233874;24233874;24233874;24241089;24244553;24244553;24244553;24244553	24220116;24220116;24220116;24220116;24220584;24225106;24225106;24225106;24225106;24225414;24225411;24225411;24225411;24225652;24225652;24225652;24225652;24226266;24226112;24226266;24226266;24226767;24226767;24226767;24231530;24231530;24231530;24232208;24232208;24232208;24233018;24233018;24233018;24233018;24233593;24233593;24234004;24234004;24234004;24245108;24245082;24245078;24245142;24245059	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6054	22	31	23	10	4	3
ENSG00000230712.2	chr22;chr22;chr22;chr22;chr22	24248074;24248523;24248775;24248931;24249291	24248221;24248676;24248832;24249058;24249466	-;-;-;-;-	664	0	0	1	0	0	0
ENSG00000128262.8	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	24251828;24252005;24256634;24256753;24257997;24258767;24258767;24260908;24260908;24261693;24261693;24263500	24253398;24253289;24256959;24256959;24258059;24258873;24258873;24261036;24261036;24262607;24261900;24265525	+;+;+;+;+;+;+;+;+;+;+;+	5137	1	1	2	0	1	1
ENSG00000225098.1	chr22;chr22;chr22;chr22;chr22	24259929;24260739;24261378;24262429;24263568	24260018;24260901;24261483;24262563;24263764	-;-;-;-;-	691	0	0	0	0	0	0
ENSG00000215464.4	chr22;chr22	24269346;24270009	24269675;24270134	-;-	456	0	0	0	0	1	0
ENSG00000100014.19	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	24270817;24270822;24270840;24270883;24270883;24276700;24302195;24302195;24302195;24302195;24302195;24304396;24313313;24313313;24313313;24313313;24313313;24313313;24321288;24321288;24321288;24321288;24321288;24321288;24324220;24324220;24324220;24324220;24324220;24328846;24328846;24328846;24328846;24330256;24330256;24330256;24330256;24334410;24334410;24334410;24338386;24338386;24338386;24347086;24347086;24347086;24363261;24363261;24363261;24365476;24365476;24365476;24369218;24369218;24369218;24411588;24411588;24412160;24412648;24412648;24412648;24414534;24414534;24414534;24414534	24270983;24270983;24270983;24270983;24270983;24276803;24302384;24302384;24302384;24302384;24302384;24304452;24313466;24313466;24313466;24313466;24313466;24313466;24322918;24321688;24322918;24322918;24322918;24321323;24324427;24324427;24324427;24324427;24324304;24328919;24328919;24328919;24328919;24330431;24330401;24330431;24330431;24334573;24334573;24334573;24338477;24338477;24338477;24347176;24347176;24347176;24363344;24363344;24363344;24365632;24365632;24365632;24369320;24369320;24369320;24411704;24411704;24412707;24412707;24412707;24412707;24417739;24417740;24414773;24414752	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7324	64	80	70	156	82	101
ENSG00000258555.4	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	24270898;24276700;24302195;24313313;24321288;24324220;24328846;24330256;24334410;24338386;24343482;24347086;24363261;24365476;24369218;24411588;24412648;24414534;24433131;24440583	24270983;24276803;24302384;24313466;24322918;24324427;24328919;24330431;24334573;24338477;24343603;24347176;24363344;24365632;24369320;24411704;24412707;24414744;24433736;24442356	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6204	0	1	0	0	1	2
ENSG00000128271.19	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	24417879;24422488;24423597;24423597;24423631;24423771;24424398;24424409;24427562;24427562;24427627;24431534;24432119;24432119;24432119;24432167;24432621;24432621;24432621;24432621;24432840;24433131;24433131;24433131;24433131;24433131;24433131;24433131;24433131;24433131;24433131;24433131;24433131;24433131;24433131;24440583;24440583;24440583;24440583;24440583;24440583	24418259;24422699;24423628;24423628;24423957;24423957;24424556;24424556;24427726;24427746;24427726;24431634;24432368;24432368;24432368;24432368;24432726;24432726;24432726;24432726;24432895;24433654;24433736;24433492;24433736;24433736;24433597;24433634;24433208;24433667;24433736;24433729;24433423;24433736;24433192;24441173;24442356;24442356;24442356;24441345;24442360	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4193	2	4	2	4	0	0
ENSG00000178803.10	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	24429206;24430897;24432262;24438276;24439294;24441992;24441992;24452211;24460453;24460497;24471768;24471768;24474983;24474983;24474983;24494690;24494690;24494690	24430364;24431562;24432434;24438758;24439567;24442140;24442140;24452328;24460771;24460771;24471895;24471895;24475153;24475153;24475153;24494800;24495074;24494795	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4025	2	5	5	6	12	4
ENSG00000100024.14	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	24494107;24495060;24495242;24500107;24500107;24502126;24502126;24502126;24502337;24510749;24510749;24513324;24513324;24515201;24515201;24519801;24520174;24520387;24520387;24520387;24521986;24521986;24521986;24523619;24523619;24523619;24523619;24525711;24525711;24525711	24495507;24495507;24495507;24500278;24500278;24502213;24502213;24502213;24503738;24510843;24510843;24513485;24513485;24515370;24515370;24519930;24520468;24520468;24520468;24520468;24522028;24522028;24522028;24523773;24523773;24523773;24523700;24526668;24526585;24528390	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6793	0	1	2	1	10	2
ENSG00000228923.1	chr22;chr22	24516508;24518152	24516752;24518386	+;+	480	0	0	0	0	1	0
ENSG00000138867.16	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	24540423;24540438;24540438;24540442;24540532;24542398;24542687;24542756;24542830;24542934;24543842;24543842;24543842;24543842;24543842;24543842;24544045;24546914;24546914;24546914;24546914;24546914;24546914;24546914;24546914;24546917;24547716;24547773;24547908;24547908;24547908;24547908;24547908;24547908;24547908;24547908;24547908;24548917;24548917;24548917;24548917;24548917;24548917;24548917;24548917;24548917;24548917;24554949;24554949;24554949;24554949;24554949;24554949;24554949;24555615;24555615;24555615	24543100;24543100;24543097;24541062;24540973;24543097;24543097;24543100;24543097;24543097;24544083;24544083;24544083;24544083;24544083;24544083;24544083;24547005;24547390;24547005;24547005;24547005;24547005;24547005;24547005;24547005;24548073;24548073;24548073;24548073;24548073;24548073;24548073;24548032;24548073;24548073;24548073;24549001;24549001;24549001;24549001;24549001;24548961;24549001;24549001;24549001;24549001;24555316;24555171;24555089;24555125;24555136;24555124;24555182;24555935;24555935;24555859	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4529	62	62	62	384	214	290
ENSG00000100028.11	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	24555503;24555958;24556007;24556009;24556032;24557657;24557657;24557657;24557657;24557657;24567984;24567984;24567984;24567984;24571916;24571916;24572018;24572018;24581932;24583682;24583682;24607954;24607954;24608990;24609965	24556071;24556071;24556071;24556071;24556071;24557800;24557800;24558086;24557800;24557800;24568176;24568176;24568176;24568037;24572772;24572017;24572061;24572061;24582052;24583808;24583808;24608023;24608023;24609150;24609980	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2544	71	87	98	293	211	254
ENSG00000100031.18	chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22	24583750;24594811;24594814;24603147;24603184;24603198;24603201;24603213;24603213;24603215;24603216;24603217;24603235;24607621;24607639;24607659;24607664;24607954;24607954;24607954;24607954;24607954;24607954;24607954;24607954;24607954;24607954;24607954;24607954;24607954;24607954;24607954;24608990;24609462;24609962;24609962;24609962;24609962;24609965;24609965;24609965;24609965;24609965;24609965;24609965;24609965;24609965;24609965;24610250;24610250;24610250;24610250;24610250;24610250;24610250;24610250;24610250;24610358;24610358;24610358;24610358;24610358;24610358;24610358;24610358;24610358;24610366;24610414;24610455;24610455;24611075;24611075;24611075;24611075;24611075;24611075;24611075;24611075;24611075;24611075;24611075;24611075;24611075;24611075;24611075;24611075;24611078;24611078;24611078;24614776;24614776;24614776;24614776;24614776;24614776;24614776;24614776;24614776;24614776;24614776;24614776;24614776;24614776;24614776;24614776;24614862;24615041;24615041;24615041;24615041;24615041;24615041;24615041;24615041;24615041;24615041;24615041;24615041;24615041;24615041;24615041;24615862;24620328;24620328;24620328;24620328;24620328;24620328;24620328;24620408;24620913;24620913;24620913;24620913;24620913;24623107;24623107;24623107;24623107;24623107;24623107;24623780;24623780;24623780;24623780;24623780;24623780;24627180;24627252;24627255;24627408;24627410;24627410;24627410;24627432;24627432;24627432;24627432;24627432;24627444;24627852;24627852;24627852;24627852;24627852;24627852;24627852;24627852;24627852;24627852;24627852;24627876;24628081;24628081;24628081;24628081;24628081;24628081;24628081;24628081;24628081;24628081;24628081;24628239;24628239;24628275;24628275;24628275;24628275;24628275;24628275;24628275;24628275;24628693;24628693;24628693;24628693;24628693;24628693;24628693;24628693;24628693;24628693;24628693	24583808;24594886;24594886;24603527;24603335;24603321;24603527;24603321;24603321;24603527;24603321;24603321;24603527;24607732;24607732;24607732;24607732;24608023;24608023;24608023;24608023;24608023;24608023;24608023;24608023;24608023;24608023;24608023;24608023;24608023;24608023;24608023;24609231;24610033;24610033;24610033;24610033;24610033;24610033;24610033;24610033;24610033;24610033;24610033;24610033;24610033;24610033;24610033;24610336;24610531;24610531;24610336;24610531;24610531;24610531;24610531;24610336;24610531;24610531;24610531;24610531;24610531;24610531;24610531;24610531;24610531;24610531;24610531;24610531;24610531;24611245;24611245;24611245;24611245;24611245;24611245;24611245;24611245;24611245;24611245;24611245;24611245;24611245;24611245;24611245;24611171;24611192;24611245;24611245;24614906;24614904;24614906;24614906;24614906;24614906;24614906;24614906;24614814;24614906;24614906;24614906;24614851;24614906;24614906;24614906;24614906;24615125;24615127;24615127;24615127;24615127;24615127;24615071;24615125;24615078;24615093;24615127;24615107;24615127;24615127;24615127;24615972;24620520;24620468;24620520;24620520;24620520;24620833;24620520;24620520;24621070;24621070;24621070;24621070;24621070;24623256;24623256;24623256;24623256;24623256;24623256;24623916;24623916;24623916;24623916;24623916;24623916;24627278;24627278;24627619;24627619;24627619;24627619;24627619;24627619;24627619;24627619;24627619;24627619;24627619;24627979;24627979;24627979;24627979;24627979;24627979;24627979;24627979;24627979;24627979;24627979;24627979;24628193;24628388;24628136;24628193;24628193;24628193;24628193;24628193;24628193;24628193;24628134;24628388;24628388;24628388;24628388;24628388;24628388;24628388;24628388;24628388;24628388;24629005;24628996;24628839;24628976;24628968;24629002;24629001;24628996;24628976;24628996;24628975	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4434	9	14	13	86	42	61
